x,y,z
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.7247358363309,8
32.5384253102837,25.7247358363309,8
32.5384253102837,25.7247358363309,7.5
32.5384253102837,25.7247358363309,7.5
32.5384253102837,25.7247358363309,7
32.5384253102837,25.7247358363309,7
32.5384253102837,26.2247358363309,6.5
32.5384253102837,26.2247358363309,6.5
32.5384253102837,26.2247358363309,6
32.5384253102837,26.2247358363309,6
32.5384253102837,26.7247358363309,5.5
32.5384253102837,26.7247358363309,5.5
32.5384253102837,27.2247358363309,5.5
32.5384253102837,27.2247358363309,5.5
32.5384253102837,27.7247358363309,5
32.5384253102837,27.7247358363309,5
32.5384253102837,27.7247358363309,4.5
32.5384253102837,27.7247358363309,4.5
32.5384253102837,28.2247358363309,4
32.5384253102837,28.2247358363309,4
32.5384253102837,28.7247358363309,4
32.5384253102837,28.7247358363309,4
32.5384253102837,29.2247358363309,3.5
32.5384253102837,29.2247358363309,3.5
32.5384253102837,29.7247358363309,3
32.5384253102837,29.7247358363309,3
32.5384253102837,30.2247358363309,3
32.5384253102837,30.2247358363309,3
32.5384253102837,30.7247358363309,3
32.5384253102837,30.7247358363309,3
32.5384253102837,31.2247358363309,3
32.5384253102837,31.2247358363309,3
32.5384253102837,31.7247358363309,3
32.5384253102837,31.7247358363309,3
32.5384253102837,32.2247358363309,3
32.5384253102837,32.2247358363309,3
32.5384253102837,32.7247358363309,3
32.5384253102837,32.7247358363309,3
32.5384253102837,33.2247358363309,3
32.5384253102837,33.2247358363309,3
32.5384253102837,33.7247358363309,3
32.5384253102837,33.7247358363309,3
32.5384253102837,34.2247358363309,3.5
32.5384253102837,34.2247358363309,3.5
32.5384253102837,34.7247358363309,3.5
32.5384253102837,34.7247358363309,3.5
32.5384253102837,35.2247358363309,4
32.5384253102837,35.2247358363309,4
32.5384253102837,35.2247358363309,4.5
32.5384253102837,35.2247358363309,4.5
32.5384253102837,35.7247358363309,5
32.5384253102837,35.7247358363309,5
32.5384253102837,35.7247358363309,5.5
32.5384253102837,35.7247358363309,5.5
32.5384253102837,35.7247358363309,6
32.5384253102837,35.7247358363309,6
32.5384253102837,35.7247358363309,6.5
32.5384253102837,35.7247358363309,6.5
32.5384253102837,36.2247358363309,7
32.5384253102837,36.2247358363309,7
32.5384253102837,36.2247358363309,7.5
32.5384253102837,36.2247358363309,7.5
32.5384253102837,36.2247358363309,8
32.5384253102837,36.2247358363309,8
32.5384253102837,36.2247358363309,8.5
32.5384253102837,36.2247358363309,8.5
32.5384253102837,36.7247358363309,9
32.5384253102837,36.7247358363309,9
32.5384253102837,36.7247358363309,9.5
32.5384253102837,36.7247358363309,9.5
32.5384253102837,36.7247358363309,10
32.5384253102837,36.7247358363309,10
32.5384253102837,36.7247358363309,10.5
32.5384253102837,36.7247358363309,10.5
32.5384253102837,37.2247358363309,11
32.5384253102837,37.2247358363309,11
32.5384253102837,37.2247358363309,11.5
32.5384253102837,37.2247358363309,11.5
32.5384253102837,37.2247358363309,12
32.5384253102837,37.2247358363309,12
32.5384253102837,37.7247358363309,12.5
32.5384253102837,37.7247358363309,12.5
32.5384253102837,37.7247358363309,13
32.5384253102837,37.7247358363309,13
32.5384253102837,37.7247358363309,13.5
32.5384253102837,37.7247358363309,13.5
32.5384253102837,37.7247358363309,14
32.5384253102837,37.7247358363309,14
32.5384253102837,38.2247358363309,14.5
32.5384253102837,38.2247358363309,14.5
32.5384253102837,38.2247358363309,15
32.5384253102837,38.2247358363309,15
32.5384253102837,38.2247358363309,15.5
32.5384253102837,38.2247358363309,15.5
32.5384253102837,38.2247358363309,16
32.5384253102837,38.2247358363309,16
32.5384253102837,38.2247358363309,16.5
32.5384253102837,38.2247358363309,16.5
32.5384253102837,37.7247358363309,17
32.5384253102837,37.7247358363309,17
32.5384253102837,37.7247358363309,17.5
32.5384253102837,37.7247358363309,17.5
32.5384253102837,37.2247358363309,18
32.5384253102837,37.2247358363309,18
32.5384253102837,36.7247358363309,18.5
32.5384253102837,36.7247358363309,18.5
32.5384253102837,36.2247358363309,18.5
32.5384253102837,36.2247358363309,18.5
32.5384253102837,35.7247358363309,18.5
32.5384253102837,35.7247358363309,18.5
32.5384253102837,35.2247358363309,18.5
32.5384253102837,35.2247358363309,18.5
32.5384253102837,34.7247358363309,18.5
32.5384253102837,34.7247358363309,18.5
32.5384253102837,34.2247358363309,18.5
32.5384253102837,34.2247358363309,18.5
32.5384253102837,33.7247358363309,18.5
32.5384253102837,33.7247358363309,18.5
32.5384253102837,33.2247358363309,18.5
32.5384253102837,33.2247358363309,18.5
32.5384253102837,32.7247358363309,18.5
32.5384253102837,32.7247358363309,18.5
32.5384253102837,32.2247358363309,18.5
32.5384253102837,32.2247358363309,18.5
32.5384253102837,31.7247358363309,18.5
32.5384253102837,31.7247358363309,18.5
32.5384253102837,31.2247358363309,18.5
32.5384253102837,31.2247358363309,18.5
32.5384253102837,30.7247358363309,18.5
32.5384253102837,30.7247358363309,18.5
32.5384253102837,30.2247358363309,18.5
32.5384253102837,30.2247358363309,18.5
32.5384253102837,29.7247358363309,18.5
32.5384253102837,29.7247358363309,18.5
32.5384253102837,29.2247358363309,18.5
32.5384253102837,29.2247358363309,18.5
32.5384253102837,28.7247358363309,18.5
32.5384253102837,28.7247358363309,18.5
32.5384253102837,28.2247358363309,18.5
32.5384253102837,28.2247358363309,18.5
32.5384253102837,27.7247358363309,18.5
32.5384253102837,27.7247358363309,18.5
32.5384253102837,27.2247358363309,18.5
32.5384253102837,27.2247358363309,18.5
32.5384253102837,26.7247358363309,18
32.5384253102837,26.7247358363309,18
32.5384253102837,26.2247358363309,17.5
32.5384253102837,26.2247358363309,17.5
32.5384253102837,26.2247358363309,17
32.5384253102837,26.2247358363309,17
32.5384253102837,25.7247358363309,16.5
32.5384253102837,25.7247358363309,16.5
32.5384253102837,25.7247358363309,16
32.5384253102837,25.7247358363309,16
32.5384253102837,25.7247358363309,15.5
32.5384253102837,25.7247358363309,15.5
32.5384253102837,25.7247358363309,15
32.5384253102837,25.7247358363309,15
32.5384253102837,25.7247358363309,14.5
32.5384253102837,25.7247358363309,14.5
32.5384253102837,25.7247358363309,14
32.5384253102837,25.7247358363309,14
32.5384253102837,25.7247358363309,13.5
32.5384253102837,25.7247358363309,13.5
32.5384253102837,25.7247358363309,13
32.5384253102837,25.7247358363309,13
32.5384253102837,25.7247358363309,12.5
32.5384253102837,25.7247358363309,12.5
32.5384253102837,25.7247358363309,12
32.5384253102837,25.7247358363309,12
32.5384253102837,25.2247358363309,11.5
32.5384253102837,25.2247358363309,11.5
32.5384253102837,25.2247358363309,11
32.5384253102837,25.2247358363309,11
32.5384253102837,25.2247358363309,10.5
32.5384253102837,25.2247358363309,10.5
32.5384253102837,25.2247358363309,10
32.5384253102837,25.2247358363309,10
32.5384253102837,25.2247358363309,9.5
32.5384253102837,25.2247358363309,9.5
32.5384253102837,25.2247358363309,9
32.5384253102837,25.2247358363309,9
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
32.5384253102837,25.2247358363309,8.5
31.6780357525624,25.2924499630577,8.5
31.6780357525624,25.2924499630577,8.5
31.7562529850825,25.7862941333552,8
31.7562529850825,25.7862941333552,8
31.7562529850825,25.7862941333552,7.5
31.7562529850825,25.7862941333552,7.5
31.7562529850825,25.7862941333552,7
31.7562529850825,25.7862941333552,7
31.8344702176026,26.2801383036528,6.5
31.8344702176026,26.2801383036528,6.5
31.9126874501228,26.7739824739504,6
31.9126874501228,26.7739824739504,6
31.9126874501228,26.7739824739504,5.5
31.9126874501228,26.7739824739504,5.5
31.9909046826429,27.267826644248,5
31.9909046826429,27.267826644248,5
32.069121915163,27.7616708145455,4.5
32.069121915163,27.7616708145455,4.5
32.1473391476831,28.2555149848431,4
32.1473391476831,28.2555149848431,4
32.2255563802032,28.7493591551407,3.5
32.2255563802032,28.7493591551407,3.5
32.3037736127233,29.2432033254382,3.5
32.3037736127233,29.2432033254382,3.5
32.3819908452435,29.7370474957358,3
32.3819908452435,29.7370474957358,3
